# tijd (s), versnelling (m/s^2)
5.807419758232597040e+00,3.479999885494933776e-01
5.812421842434347674e+00,3.479999887763221555e-01
5.817423926636098308e+00,3.479999889986575834e-01
5.822426010837848942e+00,3.479999892165886455e-01
5.827428095039599576e+00,3.479999894302026053e-01
5.832430179241350210e+00,3.479999896395850056e-01
5.837432263443100844e+00,3.479999898448196127e-01
5.842434347644851478e+00,3.479999900459886386e-01
5.847436431846603000e+00,3.479999902431725745e-01
5.852438516048353634e+00,3.479999904364504126e-01
5.857440600250104268e+00,3.479999906258995912e-01
5.862442684451854902e+00,3.479999908115957719e-01
5.867444768653605536e+00,3.479999909936134506e-01
5.872446852855356170e+00,3.479999911720254580e-01
5.877448937057106804e+00,3.479999913469032369e-01
5.882451021258857438e+00,3.479999915183167314e-01
5.887453105460608072e+00,3.479999916863346088e-01
5.892455189662359594e+00,3.479999918510240930e-01
5.897457273864110228e+00,3.479999920124512980e-01
5.902459358065860862e+00,3.479999921706805610e-01
5.907461442267611496e+00,3.479999923257754979e-01
5.912463526469362129e+00,3.479999924777980036e-01
5.917465610671112763e+00,3.479999926268090293e-01
5.922467694872863397e+00,3.479999927728682496e-01
5.927469779074614031e+00,3.479999929160340622e-01
5.932471863276364665e+00,3.479999930563638655e-01
5.937473947478116187e+00,3.479999931939138369e-01
5.942476031679866821e+00,3.479999933287389879e-01
5.947478115881617455e+00,3.479999934608933865e-01
5.952480200083368089e+00,3.479999935904297681e-01
5.957482284285118723e+00,3.479999937174001468e-01
5.962484368486869357e+00,3.479999938418552596e-01
5.967486452688619991e+00,3.479999939638450668e-01
5.972488536890370625e+00,3.479999940834182515e-01
5.977490621092121259e+00,3.479999942006227753e-01
5.982492705293871893e+00,3.479999943155054898e-01
5.987494789495623415e+00,3.479999944281124691e-01
5.992496873697374049e+00,3.479999945384887883e-01
5.997498957899124683e+00,3.479999946466785787e-01
6.002501042100875317e+00,3.479843587971088170e-01
6.007503126302625951e+00,3.479840427053131902e-01
6.012505210504376585e+00,3.479837202259429829e-01
6.017507294706127219e+00,3.479833912299306053e-01
6.022509378907877853e+00,3.479830555856007201e-01
6.027511463109628487e+00,3.479827131586181177e-01
6.032513547311380009e+00,3.479823638119337037e-01
6.037515631513130643e+00,3.479820074057297097e-01
6.042517715714881277e+00,3.479816437973637377e-01
6.047519799916631911e+00,3.479812728413120282e-01
6.052521884118382545e+00,3.479808943891109507e-01
6.057523968320133179e+00,3.479805082892977186e-01
6.062526052521883813e+00,3.479801143873499925e-01
6.067528136723634447e+00,3.479797125256237633e-01
6.072530220925385080e+00,3.479793025432907916e-01
6.077532305127136603e+00,3.479788842762738255e-01
6.082534389328887237e+00,3.479784575571813199e-01
6.087536473530637871e+00,3.479780222152404900e-01
6.092538557732388504e+00,3.479775780762288662e-01
6.097540641934139138e+00,3.479771249624049045e-01
6.102542726135889772e+00,3.479766626924367667e-01
6.107544810337640406e+00,3.479761910813297110e-01
6.112546894539391040e+00,3.479757099403525400e-01
6.117548978741141674e+00,3.479752190769617726e-01
6.122551062942892308e+00,3.479747182947249273e-01
6.127553147144643830e+00,3.479742073932419744e-01
6.132555231346394464e+00,3.479736861680650661e-01
6.137557315548145098e+00,3.479731544106170471e-01
6.142559399749895732e+00,3.479726119081081870e-01
6.147561483951646366e+00,3.479720584434506381e-01
6.152563568153397000e+00,3.479714937951724485e-01
6.157565652355147634e+00,3.479709177373282447e-01
6.162567736556898268e+00,3.479703300394096366e-01
6.167569820758648902e+00,3.479697304662527912e-01
6.172571904960400424e+00,3.479691187779444528e-01
6.177573989162151058e+00,3.479684947297262410e-01
6.182576073363901692e+00,3.479678580718967296e-01
6.187578157565652326e+00,3.479672085497117484e-01
6.192580241767402960e+00,3.479665459032827424e-01
6.197582325969153594e+00,3.479658698674727990e-01
6.202584410170904228e+00,3.479651801717906223e-01
6.207586494372654862e+00,3.479644765402830076e-01
6.212588578574405496e+00,3.479637586914239855e-01
6.217590662776157018e+00,3.479630263380027455e-01
6.222592746977907652e+00,3.479622791870090048e-01
6.227594831179658286e+00,3.479615169395158247e-01
6.232596915381408920e+00,3.479607392905602059e-01
6.237598999583159554e+00,3.479599459290214081e-01
6.242601083784910188e+00,3.479591365374968825e-01
6.247603167986660821e+00,3.479583107921752627e-01
6.252605252188411455e+00,3.479574683627071896e-01
6.257607336390162089e+00,3.479566089120735839e-01
6.262609420591912723e+00,3.479557320964508094e-01
6.267611504793664245e+00,3.479548375650737824e-01
6.272613588995414879e+00,3.479539249600958062e-01
6.277615673197165513e+00,3.479529939164455188e-01
6.282617757398916147e+00,3.479520440616817312e-01
6.287619841600666781e+00,3.479510750158442689e-01
6.292621925802417415e+00,3.479500863913025932e-01
6.297624010004168049e+00,3.479490777926013134e-01
6.302626094205918683e+00,3.479480488163019247e-01
6.307628178407669317e+00,3.479469990508223254e-01
6.312630262609420839e+00,3.479459280762725037e-01
6.317632346811171473e+00,3.479448354642867836e-01
6.322634431012922107e+00,3.479437207778532382e-01
6.327636515214672741e+00,3.479425835711393300e-01
6.332638599416423375e+00,3.479414233893141639e-01
6.337640683618174009e+00,3.479402397683669101e-01
6.342642767819924643e+00,3.479390322349220077e-01
6.347644852021675277e+00,3.479378003060503710e-01
6.352646936223425911e+00,3.479365434890766551e-01
6.357649020425177433e+00,3.479352612813831347e-01
6.362651104626928067e+00,3.479339531702092536e-01
6.367653188828678701e+00,3.479326186324470660e-01
6.372655273030429335e+00,3.479312571344331806e-01
6.377657357232179969e+00,3.479298681317355424e-01
6.382659441433930603e+00,3.479284510689369947e-01
6.387661525635681237e+00,3.479270053794136786e-01
6.392663609837431871e+00,3.479255304851094910e-01
6.397665694039182505e+00,3.479240257963056027e-01
6.402667778240934027e+00,3.479224907113857013e-01
6.407669862442684661e+00,3.479209246165964053e-01
6.412671946644435295e+00,3.479193268858027377e-01
6.417674030846185929e+00,3.479176968802389913e-01
6.422676115047936563e+00,3.479160339482542108e-01
6.427678199249687196e+00,3.479143374250529552e-01
6.432680283451437830e+00,3.479126066324303990e-01
6.437682367653188464e+00,3.479108408785027695e-01
6.442684451854939098e+00,3.479090394574318457e-01
6.447686536056689732e+00,3.479072016491437935e-01
6.452688620258441254e+00,3.479053267190432841e-01
6.457690704460191888e+00,3.479034139177207829e-01
6.462692788661942522e+00,3.479014624806546219e-01
6.467694872863693156e+00,3.478994716279070198e-01
6.472696957065443790e+00,3.478974405638138312e-01
6.477699041267194424e+00,3.478953684766681875e-01
6.482701125468945058e+00,3.478932545383979225e-01
6.487703209670695692e+00,3.478910979042361684e-01
6.492705293872446326e+00,3.478888977123860138e-01
6.497707378074197848e+00,3.478866530836778326e-01
6.502709462275948482e+00,3.478843631212198417e-01
6.507711546477699116e+00,3.478820269100420526e-01
6.512713630679449750e+00,3.478796435167327838e-01
6.517715714881200384e+00,3.478772119890679582e-01
6.522717799082951018e+00,3.478747313556329601e-01
6.527719883284701652e+00,3.478722006254370558e-01
6.532721967486452286e+00,3.478696187875202628e-01
6.537724051688202920e+00,3.478669848105516160e-01
6.542726135889954442e+00,3.478642976424206057e-01
6.547728220091705076e+00,3.478615562098192338e-01
6.552730304293455710e+00,3.478587594178164655e-01
6.557732388495206344e+00,3.478559061494244098e-01
6.562734472696956978e+00,3.478529952651548407e-01
6.567736556898707612e+00,3.478500256025678916e-01
6.572738641100458246e+00,3.478469959758112573e-01
6.577740725302208880e+00,3.478439051751502920e-01
6.582742809503959514e+00,3.478407519664886149e-01
6.587744893705710147e+00,3.478375350908796682e-01
6.592746977907461670e+00,3.478342532640278373e-01
6.597749062109212304e+00,3.478309051757800807e-01
6.602751146310962937e+00,3.478274894896075664e-01
6.607753230512713571e+00,3.478240048420763730e-01
6.612755314714464205e+00,3.478204498423084767e-01
6.617757398916214839e+00,3.478168230714313580e-01
6.622759483117965473e+00,3.478131230820170616e-01
6.627761567319716107e+00,3.478093483975098210e-01
6.632763651521466741e+00,3.478054975116426362e-01
6.637765735723218263e+00,3.478015688878419720e-01
6.642767819924968897e+00,3.477975609586209660e-01
6.647769904126719531e+00,3.477934721249600902e-01
6.652771988328470165e+00,3.477893007556760452e-01
6.657774072530220799e+00,3.477850451867778303e-01
6.662776156731971433e+00,3.477807037208103247e-01
6.667778240933722067e+00,3.477762746261846005e-01
6.672780325135472701e+00,3.477717561364948029e-01
6.677782409337223335e+00,3.477671464498223730e-01
6.682784493538974857e+00,3.477624437280253389e-01
6.687786577740725491e+00,3.477576460960143390e-01
6.692788661942476125e+00,3.477527516410142128e-01
6.697790746144226759e+00,3.477477584118107146e-01
6.702792830345977393e+00,3.477426644179827386e-01
6.707794914547728027e+00,3.477374676291190014e-01
6.712796998749478661e+00,3.477321659740195692e-01
6.717799082951229295e+00,3.477267573398814537e-01
6.722801167152979929e+00,3.477212395714684434e-01
6.727803251354730563e+00,3.477156104702640027e-01
6.732805335556482085e+00,3.477098677936081850e-01
6.737807419758232719e+00,3.477040092538169480e-01
6.742809503959983353e+00,3.476980325172848718e-01
6.747811588161733987e+00,3.476919352035692246e-01
6.752813672363484621e+00,3.476857148844570422e-01
6.757815756565235255e+00,3.476793690830132788e-01
6.762817840766985888e+00,3.476728952726105826e-01
6.767819924968736522e+00,3.476662908759395876e-01
6.772822009170487156e+00,3.476595532640006647e-01
6.777824093372238679e+00,3.476526797550750225e-01
6.782826177573989312e+00,3.476456676136761015e-01
6.787828261775739946e+00,3.476385140494805404e-01
6.792830345977490580e+00,3.476312162162379926e-01
6.797832430179241214e+00,3.476237712106598488e-01
6.802834514380991848e+00,3.476161760712861981e-01
6.807836598582742482e+00,3.476084277773304754e-01
6.812838682784493116e+00,3.476005232475021800e-01
6.817840766986243750e+00,3.475924593388058925e-01
6.822842851187995272e+00,3.475842328453176422e-01
6.827844935389745906e+00,3.475758404969368498e-01
6.832847019591496540e+00,3.475672789581146782e-01
6.837849103793247174e+00,3.475585448265569588e-01
6.842851187994997808e+00,3.475496346319026930e-01
6.847853272196748442e+00,3.475405448343762416e-01
6.852855356398499076e+00,3.475312718234142007e-01
6.857857440600249710e+00,3.475218119162649111e-01
6.862859524802000344e+00,3.475121613565615442e-01
6.867861609003750978e+00,3.475023163128670434e-01
6.872863693205502500e+00,3.474922728771917546e-01
6.877865777407253134e+00,3.474820270634817465e-01
6.882867861609003768e+00,3.474715748060784315e-01
6.887869945810754402e+00,3.474609119581485439e-01
6.892872030012505036e+00,3.474500342900836980e-01
6.897874114214255670e+00,3.474389374878696368e-01
6.902876198416006304e+00,3.474276171514239508e-01
6.907878282617756938e+00,3.474160687929019331e-01
6.912880366819507572e+00,3.474042878349701269e-01
6.917882451021259094e+00,3.473922696090470108e-01
6.922884535223009728e+00,3.473800093535099887e-01
6.927886619424760362e+00,3.473675022118679623e-01
6.932888703626510996e+00,3.473547432308997096e-01
6.937890787828261629e+00,3.473417273587564580e-01
6.942892872030012263e+00,3.473284494430283198e-01
6.947894956231762897e+00,3.473149042287744792e-01
6.952897040433513531e+00,3.473010863565159645e-01
6.957899124635264165e+00,3.472869903601901176e-01
6.962901208837015687e+00,3.472726106650669275e-01
6.967903293038766321e+00,3.472579415856259510e-01
6.972905377240516955e+00,3.472429773233930428e-01
6.977907461442267589e+00,3.472277119647366739e-01
6.982909545644018223e+00,3.472121394786229498e-01
6.987911629845768857e+00,3.471962537143282734e-01
6.992913714047519491e+00,3.471800483991095976e-01
6.997915798249270125e+00,3.471635171358308236e-01
7.002917882451020759e+00,3.471466534005454019e-01
7.007919966652771393e+00,3.471294505400336350e-01
7.012922050854522915e+00,3.471119017692940734e-01
7.017924135056273549e+00,3.470940001689891696e-01
7.022926219258024183e+00,3.470757386828424718e-01
7.027928303459774817e+00,3.470571101149891868e-01
7.032930387661525451e+00,3.470381071272770068e-01
7.037932471863276085e+00,3.470187222365170854e-01
7.042934556065026719e+00,3.469989478116854431e-01
7.047936640266777353e+00,3.469787760710726920e-01
7.052938724468527987e+00,3.469581990793811910e-01
7.057940808670279509e+00,3.469372087447704645e-01
7.062942892872030143e+00,3.469157968158473881e-01
7.067944977073780777e+00,3.468939548786031946e-01
7.072947061275531411e+00,3.468716743532942459e-01
7.077949145477282045e+00,3.468489464912663522e-01
7.082951229679032679e+00,3.468257623717226901e-01
7.087953313880783313e+00,3.468021128984327683e-01
7.092955398082533947e+00,3.467779887963830521e-01
7.097957482284284580e+00,3.467533806083675230e-01
7.102959566486036103e+00,3.467282786915175663e-01
7.107961650687786737e+00,3.467026732137700185e-01
7.112963734889537371e+00,3.466765541502732084e-01
7.117965819091288004e+00,3.466499112797286619e-01
7.122967903293038638e+00,3.466227341806695228e-01
7.127969987494789272e+00,3.465950122276727496e-01
7.132972071696539906e+00,3.465667345875053096e-01
7.137974155898290540e+00,3.465378902152038143e-01
7.142976240100041174e+00,3.465084678500851556e-01
7.147978324301792696e+00,3.464784560116887513e-01
7.152980408503543330e+00,3.464478429956485694e-01
7.157982492705293964e+00,3.464166168694944870e-01
7.162984576907044598e+00,3.463847654683813726e-01
7.167986661108795232e+00,3.463522763907458391e-01
7.172988745310545866e+00,3.463191369938890540e-01
7.177990829512296500e+00,3.462853343894850000e-01
7.182992913714047134e+00,3.462508554390130722e-01
7.187994997915797768e+00,3.462156867491140155e-01
7.192997082117548402e+00,3.461798146668689236e-01
7.197999166319299924e+00,3.461432252749992444e-01
7.203001250521050558e+00,3.461059043869878504e-01
7.208003334722801192e+00,3.460678375421200603e-01
7.213005418924551826e+00,3.460290100004431713e-01
7.218007503126302460e+00,3.459894067376442783e-01
7.223009587328053094e+00,3.459490124398451605e-01
7.228011671529803728e+00,3.459078114983136776e-01
7.233013755731554362e+00,3.458657880040899579e-01
7.238015839933304996e+00,3.458229257425278758e-01
7.243017924135056518e+00,3.457792081877499313e-01
7.248020008336807152e+00,3.457346184970150338e-01
7.253022092538557786e+00,3.456891395049986326e-01
7.258024176740308420e+00,3.456427537179839193e-01
7.263026260942059054e+00,3.455954433079642674e-01
7.268028345143809688e+00,3.455471901066546891e-01
7.273030429345560322e+00,3.454979755994134760e-01
7.278032513547310955e+00,3.454477809190719118e-01
7.283034597749061589e+00,3.453965868396715599e-01
7.288036681950813112e+00,3.453443737701097915e-01
7.293038766152563745e+00,3.452911217476912209e-01
7.298040850354314379e+00,3.452368104315857167e-01
7.303042934556065013e+00,3.451814190961923212e-01
7.308045018757815647e+00,3.451249266244078573e-01
7.313047102959566281e+00,3.450673115008010550e-01
7.318049187161316915e+00,3.450085518046906441e-01
7.323051271363067549e+00,3.449486252031282452e-01
7.328053355564818183e+00,3.448875089437843933e-01
7.333055439766568817e+00,3.448251798477390828e-01
7.338057523968320339e+00,3.447616143021753898e-01
7.343059608170070973e+00,3.446967882529770599e-01
7.348061692371821607e+00,3.446306771972289518e-01
7.353063776573572241e+00,3.445632561756218348e-01
7.358065860775322875e+00,3.444944997647602092e-01
7.363067944977073509e+00,3.444243820693745350e-01
7.368070029178824143e+00,3.443528767144372615e-01
7.373072113380574777e+00,3.442799568371838204e-01
7.378074197582325411e+00,3.442055950790384178e-01
7.383076281784076933e+00,3.441297635774452912e-01
7.388078365985827567e+00,3.440524339576067070e-01
7.393080450187578201e+00,3.439735773241275885e-01
7.398082534389328835e+00,3.438931642525682175e-01
7.403084618591079469e+00,3.438111647809058424e-01
7.408086702792830103e+00,3.437275484009059690e-01
7.413088786994580737e+00,3.436422840494057218e-01
7.418090871196331371e+00,3.435553400995087214e-01
7.423092955398082005e+00,3.434666843516949730e-01
7.428095039599833527e+00,3.433762840248459902e-01
7.433097123801584161e+00,3.432841057471875956e-01
7.438099208003334795e+00,3.431901155471524523e-01
7.443101292205085429e+00,3.430942788441637692e-01
7.448103376406836063e+00,3.429965604393431788e-01
7.453105460608586696e+00,3.428969245061448956e-01
7.458107544810337330e+00,3.427953345809190422e-01
7.463109629012087964e+00,3.426917535534062531e-01
7.468111713213838598e+00,3.425861436571677743e-01
7.473113797415589232e+00,3.424784664599532236e-01
7.478115881617340754e+00,3.423686828540101756e-01
7.483117965819091388e+00,3.422567530463386243e-01
7.488120050020842022e+00,3.421426365488948185e-01
7.493122134222592656e+00,3.420262921687483026e-01
7.498124218424343290e+00,3.419076779981967129e-01
7.503126302626093924e+00,3.417867514048425481e-01
7.508128386827844558e+00,3.416634690216379111e-01
7.513130471029595192e+00,3.415377867369008835e-01
7.518132555231345826e+00,3.414096596843105291e-01
7.523134639433097348e+00,3.412790422328850770e-01
7.528136723634847982e+00,3.411458879769505015e-01
7.533138807836598616e+00,3.410101497261052161e-01
7.538140892038349250e+00,3.408717794951874880e-01
7.543142976240099884e+00,3.407307284942532322e-01
7.548145060441850518e+00,3.405869471185717368e-01
7.553147144643601152e+00,3.404403849386462011e-01
7.558149228845351786e+00,3.402909906902680248e-01
7.563151313047102420e+00,3.401387122646137295e-01
7.568153397248853942e+00,3.399834966983923401e-01
7.573155481450604576e+00,3.398252901640537171e-01
7.578157565652355210e+00,3.396640379600673332e-01
7.583159649854105844e+00,3.394996845012816511e-01
7.588161734055856478e+00,3.393321733093743187e-01
7.593163818257607112e+00,3.391614470034058360e-01
7.598165902459357746e+00,3.389874472904865210e-01
7.603167986661108380e+00,3.388101149565701520e-01
7.608170070862859014e+00,3.386293898573867200e-01
7.613172155064609647e+00,3.384452109095267835e-01
7.618174239266361170e+00,3.382575160816922999e-01
7.623176323468111804e+00,3.380662423861265364e-01
7.628178407669862438e+00,3.378713258702398803e-01
7.633180491871613071e+00,3.376727016084447586e-01
7.638182576073363705e+00,3.374703036942175993e-01
7.643184660275114339e+00,3.372640652324024879e-01
7.648186744476864973e+00,3.370539183317750598e-01
7.653188828678615607e+00,3.368397940978842264e-01
7.658190912880366241e+00,3.366216226261886657e-01
7.663192997082117763e+00,3.363993329955097256e-01
7.668195081283868397e+00,3.361728532618173393e-01
7.673197165485619031e+00,3.359421104523722112e-01
7.678199249687369665e+00,3.357070305602433136e-01
7.683201333889120299e+00,3.354675385392228426e-01
7.688203418090870933e+00,3.352235582991619500e-01
7.693205502292621567e+00,3.349750127017494528e-01
7.698207586494372201e+00,3.347218235567570588e-01
7.703209670696122835e+00,3.344639116187771433e-01
7.708211754897874357e+00,3.342011965844768340e-01
7.713213839099624991e+00,3.339335970903949957e-01
7.718215923301375625e+00,3.336610307113095919e-01
7.723218007503126259e+00,3.333834139592015688e-01
7.728220091704876893e+00,3.331006622828449060e-01
7.733222175906627527e+00,3.328126900680508093e-01
7.738224260108378161e+00,3.325194106385963577e-01
7.743226344310128795e+00,3.322207362578685763e-01
7.748228428511879429e+00,3.319165781312538033e-01
7.753230512713630951e+00,3.316068464093063217e-01
7.758232596915381585e+00,3.312914501917272880e-01
7.763234681117132219e+00,3.309702975321886509e-01
7.768236765318882853e+00,3.306432954440355898e-01
7.773238849520633487e+00,3.303103499069034998e-01
7.778240933722384121e+00,3.299713658742835509e-01
7.783243017924134755e+00,3.296262472820746803e-01
7.788245102125885388e+00,3.292748970581587664e-01
7.793247186327636022e+00,3.289172171330356220e-01
7.798249270529386656e+00,3.285531084515581068e-01
7.803251354731138179e+00,3.281824709858037203e-01
7.808253438932888812e+00,3.278052037491254178e-01
7.813255523134639446e+00,3.274212048114182316e-01
7.818257607336390080e+00,3.270303713156449410e-01
7.823259691538140714e+00,3.266325994956612022e-01
7.828261775739891348e+00,3.262277846953800520e-01
7.833263859941641982e+00,3.258158213893201927e-01
7.838265944143392616e+00,3.253966032045784162e-01
7.843268028345143250e+00,3.249700229442694654e-01
7.848270112546894772e+00,3.245359726124757982e-01
7.853272196748645406e+00,3.240943434407499990e-01
7.858274280950396040e+00,3.236450259162138021e-01
7.863276365152146674e+00,3.231879098112955817e-01
7.868278449353897308e+00,3.227228842151500521e-01
7.873280533555647942e+00,3.222498375668025883e-01
7.878282617757398576e+00,3.217686576900617434e-01
7.883284701959149210e+00,3.212792318302413186e-01
7.888286786160899844e+00,3.207814466927350616e-01
7.893288870362651366e+00,3.202751884834844076e-01
7.898290954564402000e+00,3.197603429513816153e-01
7.903293038766152634e+00,3.192367954326472690e-01
7.908295122967903268e+00,3.187044308972228346e-01
7.913297207169653902e+00,3.181631339972156858e-01
7.918299291371404536e+00,3.176127891174356788e-01
7.923301375573155170e+00,3.170532804280574712e-01
7.928303459774905804e+00,3.164844919394457778e-01
7.933305543976656438e+00,3.159063075591757586e-01
7.938307628178407072e+00,3.153186111512814582e-01
7.943309712380158594e+00,3.147212865977611629e-01
7.948311796581909228e+00,3.141142178623694825e-01
7.953313880783659862e+00,3.134972890567220838e-01
7.958315964985410496e+00,3.128703845087357216e-01
7.963318049187161130e+00,3.122333888334269947e-01
7.968320133388911763e+00,3.115861870060878669e-01
7.973322217590662397e+00,3.109286644378540521e-01
7.978324301792413031e+00,3.102607070536798628e-01
7.983326385994163665e+00,3.095822013727295152e-01
7.988328470195915187e+00,3.088930345911915509e-01
7.993330554397665821e+00,3.081930946675195404e-01
7.998332638599416455e+00,3.074822704100990123e-01
8.003334722801167089e+00,3.067604515673355015e-01
8.008336807002917723e+00,3.060275289201551674e-01
8.013338891204668357e+00,3.052833943769054925e-01
8.018340975406418991e+00,3.045279410706381307e-01
8.023343059608169625e+00,3.037610634587515901e-01
8.028345143809920259e+00,3.029826574249661619e-01
8.033347228011670893e+00,3.021926203835998970e-01
8.038349312213421527e+00,3.013908513861060512e-01
8.043351396415172161e+00,3.005772512298296451e-01
8.048353480616922795e+00,2.997517225689338982e-01
8.053355564818673429e+00,2.989141700274406954e-01
8.058357649020425839e+00,2.980645003143245764e-01
8.063359733222176473e+00,2.972026223405919154e-01
8.068361817423927107e+00,2.963284473382715167e-01
8.073363901625677741e+00,2.954418889812352456e-01
8.078365985827428375e+00,2.945428635077615431e-01
8.083368070029179009e+00,2.936312898447465125e-01
8.088370154230929643e+00,2.927070897334621558e-01
8.093372238432680277e+00,2.917701878567497964e-01
8.098374322634430911e+00,2.908205119675361106e-01
8.103376406836181545e+00,2.898579930185445352e-01
8.108378491037932179e+00,2.888825652930731569e-01
8.113380575239682813e+00,2.878941665366986924e-01
8.118382659441433447e+00,2.868927380897604018e-01
8.123384743643184080e+00,2.858782250204707220e-01
8.128386827844934714e+00,2.848505762584895851e-01
8.133388912046685348e+00,2.838097447287936115e-01
8.138390996248435982e+00,2.827556874856643199e-01
8.143393080450186616e+00,2.816883658466088347e-01
8.148395164651937250e+00,2.806077455260240772e-01
8.153397248853689661e+00,2.795137967684034885e-01
8.158399333055440295e+00,2.784064944808817832e-01
8.163401417257190928e+00,2.772858183649036246e-01
8.168403501458941562e+00,2.761517530467982318e-01
8.173405585660692196e+00,2.750042882070332650e-01
8.178407669862442830e+00,2.738434187079157311e-01
8.183409754064193464e+00,2.726691447195039308e-01
8.188411838265944098e+00,2.714814718434840901e-01
8.193413922467694732e+00,2.702804112347673704e-01
8.198416006669445366e+00,2.690659797205511294e-01
8.203418090871196000e+00,2.678381999165899141e-01
8.208420175072946634e+00,2.665971003404128958e-01
8.213422259274697268e+00,2.653427155212264021e-01
8.218424343476447902e+00,2.640750861062331478e-01
8.223426427678198536e+00,2.627942589631008796e-01
8.228428511879949170e+00,2.615002872783094290e-01
8.233430596081699804e+00,2.601932306511058335e-01
8.238432680283450438e+00,2.588731551827969657e-01
8.243434764485202848e+00,2.575401335611088860e-01
8.248436848686953482e+00,2.561942451393446341e-01
8.253438932888704116e+00,2.548355760100735057e-01
8.258441017090454750e+00,2.534642190730870270e-01
8.263443101292205384e+00,2.520802740973632772e-01
8.268445185493956018e+00,2.506838477767825979e-01
8.273447269695706652e+00,2.492750537793451127e-01
8.278449353897457286e+00,2.478540127896451395e-01
8.283451438099207920e+00,2.464208525443667419e-01
8.288453522300958554e+00,2.449757078605710736e-01
8.293455606502709188e+00,2.435187206565549434e-01
8.298457690704459822e+00,2.420500399650711287e-01
8.303459774906210455e+00,2.405698219387089609e-01
8.308461859107961089e+00,2.390782298472499123e-01
8.313463943309711723e+00,2.375754340668184694e-01
8.318466027511462357e+00,2.360616120606686408e-01
8.323468111713212991e+00,2.345369483514557762e-01
8.328470195914963625e+00,2.330016344848590548e-01
8.333472280116714259e+00,2.314558689844379569e-01
8.338474364318466669e+00,2.298998572976193866e-01
8.343476448520217303e+00,2.283338117327305405e-01
8.348478532721967937e+00,2.267579513870093821e-01
8.353480616923718571e+00,2.251725020655452325e-01
8.358482701125469205e+00,2.235776961911176974e-01
8.363484785327219839e+00,2.219737727049233278e-01
8.368486869528970473e+00,2.203609769582002831e-01
8.373488953730721107e+00,2.187395605947772548e-01
8.378491037932471741e+00,2.171097814246006064e-01
8.383493122134222375e+00,2.154719032883073704e-01
8.388495206335973009e+00,2.138261959129368894e-01
8.393497290537723643e+00,2.121729347588959258e-01
8.398499374739474277e+00,2.105124008583081074e-01
8.403501458941224911e+00,2.088448806449081374e-01
8.408503543142975545e+00,2.071706657756537673e-01
8.413505627344726179e+00,2.054900529442570678e-01
8.418507711546476813e+00,2.038033436868507409e-01
8.423509795748227447e+00,2.021108441800319733e-01
8.428511879949979857e+00,2.004128650315418758e-01
8.433513964151730491e+00,1.987097210638598122e-01
8.438516048353481125e+00,1.970017310910121000e-01
8.443518132555231759e+00,1.952892176889102216e-01
8.448520216756982393e+00,1.935725069595547188e-01
8.453522300958733027e+00,1.918519282894556310e-01
8.458524385160483661e+00,1.901278141026370994e-01
8.463526469362234295e+00,1.884004996086094952e-01
8.468528553563984929e+00,1.866703225457045090e-01
8.473530637765735563e+00,1.849376229201862565e-01
8.478532721967486196e+00,1.832027427415578724e-01
8.483534806169236830e+00,1.814660257544989941e-01
8.488536890370987464e+00,1.797278171678744207e-01
8.493538974572738098e+00,1.779884633812685579e-01
8.498541058774488732e+00,1.762483117095012264e-01
8.503543142976239366e+00,1.745077101055906854e-01
8.508545227177990000e+00,1.727670068826334671e-01
8.513547311379740634e+00,1.710265504350697296e-01
8.518549395581491268e+00,1.692866889598127478e-01
8.523551479783243678e+00,1.675477701777128015e-01
8.528553563984994312e+00,1.658101410558305844e-01
8.533555648186744946e+00,1.640741475309913933e-01
8.538557732388495580e+00,1.623401342350846155e-01
8.543559816590246214e+00,1.606084442225746978e-01
8.548561900791996848e+00,1.588794187006754011e-01
8.553563984993747482e+00,1.571533967626383421e-01
8.558566069195498116e+00,1.554307151245918894e-01
8.563568153397248750e+00,1.537117078663618741e-01
8.568570237598999384e+00,1.519967061766901439e-01
8.573572321800750018e+00,1.502860381032555537e-01
8.578574406002500652e+00,1.485800283078901329e-01
8.583576490204251286e+00,1.468789978273644659e-01
8.588578574406001920e+00,1.451832638401066855e-01
8.593580658607752554e+00,1.434931394391967541e-01
8.598582742809503188e+00,1.418089334119649880e-01
8.603584827011253822e+00,1.401309500265037755e-01
8.608586911213004456e+00,1.384594888253819212e-01
8.613588995414755090e+00,1.367948444268345665e-01
8.618591079616507500e+00,1.351373063336785696e-01
8.623593163818258134e+00,1.334871587501857970e-01
8.628595248020008768e+00,1.318446804071221889e-01
8.633597332221759402e+00,1.302101443951450832e-01
8.638599416423510036e+00,1.285838180067253034e-01
8.643601500625260670e+00,1.269659625867406438e-01
8.648603584827011304e+00,1.253568333918683719e-01
8.653605669028761938e+00,1.237566794588778607e-01
8.658607753230512571e+00,1.221657434819100746e-01
8.663609837432263205e+00,1.205842616988033189e-01
8.668611921634013839e+00,1.190124637865076218e-01
8.673614005835764473e+00,1.174505727656088849e-01
8.678616090037515107e+00,1.158988049139616644e-01
8.683618174239265741e+00,1.143573696894141928e-01
8.688620258441016375e+00,1.128264696615851465e-01
8.693622342642767009e+00,1.113063004526372857e-01
8.698624426844517643e+00,1.097970506869702378e-01
8.703626511046268277e+00,1.082989019497436756e-01
8.708628595248020687e+00,1.068120287541189789e-01
8.713630679449771321e+00,1.053365985170956337e-01
